bucket,rep,pooled_null_prop_enh,pooled_null_prop_double_flank,pooled_null_prop_duplication,body_hit_enhancers,double_flank_hit_enhancers,duplication_hit_enhancers,total_enhancers
2,46,0.07009594882729211,0.003997867803837953,0.0013326226012793177,526,30,10,7504
2,47,0.06929637526652452,0.0031982942430703624,0.0005330490405117271,520,24,4,7504
2,48,0.06796375266524521,0.0031982942430703624,0.0013326226012793177,510,24,10,7504
2,49,0.06716417910447761,0.004797441364605544,0.0015991471215351812,504,36,12,7504
2,50,0.059968017057569295,0.0042643923240938165,0.0015991471215351812,450,32,12,7504
2,51,0.06796375266524521,0.005063965884861407,0.0015991471215351812,510,38,12,7504
2,52,0.07489339019189765,0.005597014925373134,0.00026652452025586353,562,42,2,7504
2,53,0.06316631130063965,0.003464818763326226,0.0007995735607675906,474,26,6,7504
2,54,0.06849680170575694,0.0037313432835820895,0.0010660980810234541,514,28,8,7504
2,55,0.06929637526652452,0.0037313432835820895,0.0007995735607675906,520,28,6,7504
2,56,0.0708955223880597,0.003997867803837953,0.0015991471215351812,532,30,12,7504
2,57,0.07036247334754797,0.00453091684434968,0.0007995735607675906,528,34,6,7504
2,58,0.06876332622601279,0.0037313432835820895,0.0007995735607675906,516,28,6,7504
2,59,0.06796375266524521,0.006663113006396588,0.0018656716417910447,510,50,14,7504
2,60,0.07276119402985075,0.005597014925373134,0.0015991471215351812,546,42,12,7504
2,61,0.07036247334754797,0.005597014925373134,0.0007995735607675906,528,42,6,7504
2,62,0.07116204690831557,0.005063965884861407,0.002398720682302772,534,38,18,7504
2,63,0.07222814498933902,0.003464818763326226,0.0007995735607675906,542,26,6,7504
2,64,0.0650319829424307,0.006396588486140725,0.0010660980810234541,488,48,8,7504
2,65,0.07569296375266525,0.006929637526652452,0.0018656716417910447,568,52,14,7504
2,66,0.0716950959488273,0.003997867803837953,0.0005330490405117271,538,30,4,7504
2,67,0.07515991471215352,0.006663113006396588,0.0015991471215351812,564,50,12,7504
2,68,0.06369936034115138,0.0042643923240938165,0.0010660980810234541,478,32,8,7504
2,69,0.0621002132196162,0.004797441364605544,0.0013326226012793177,466,36,10,7504
